Time,280,281,282,283,284,285,286,287,320,321,322,323,324,325,326,327,360,361,362,363,364,365,366,367,400,401,402,403,404,405,406,407,440,441,442,443,444,445,446,447,474,475,882,883,884,885,886,887,888,889,922,923,924,925,926,927,928,929,1154,1155,1156,1157,1158,1159,1160,1161,1194,1195,1196,1197,1198,1199,1200,1201,1234,1235,1236,1237,1238,1239,1240,1241,1271,1272,1273,1274,1275,1589,1590,1591,1592,1593,1594,1595,1596,1629,1630,1631,1632,1633,1634,1635,1636,1669,1670,1671,1672,1673,1674,1675,1676,1709,1710,1711,1712,1713,1714,1715,1716,1745,1746,1747,1748,1833,1834,1835,2149,2150,2151,2152,2153,2154,2155,2156,2185,2186,2187,2188,2189,2190,2191,2313,2316,2319,2322,2325
190,117,83,97,83,97,102,83,102,117,107,92,126,87,112,102,117,107,83,78,131,107,87,92,97,87,92,68,102,117,92,97,102,126,92,68,97,92,112,83,102,131,180,117,83,83,112,117,68,97,97,97,102,126,97,112,102,131,141,112,78,87,78,83,73,73,92,92,83,83,97,68,83,117,117,87,78,97,73,97,83,107,122,107,78,73,73,73,83,83,87,78,87,68,68,92,97,78,68,78,83,68,87,87,78,73,73,78,92,92,92,117,73,112,83,83,83,83,97,136,92,87,83,83,73,83,83,131,117,112,107,97,107,117,112,78,102,136,136,131,122,102,126,117,97,117,83
200,117,83,117,92,107,107,92,117,117,102,107,122,102,112,97,126,117,92,87,131,117,102,102,112,97,97,87,107,117,102,107,112,126,102,83,102,92,122,87,107,131,166,117,78,83,107,112,83,97,92,92,146,141,146,136,146,205,214,107,68,83,78,78,73,68,83,83,83,78,92,63,83,112,102,87,73,102,78,97,78,97,117,92,68,68,73,68,83,78,83,73,78,83,68,92,92,78,78,73,78,73,83,83,73,73,83,73,87,112,107,131,83,131,107,107,107,117,156,185,107,97,92,92,73,83,83,141,126,122,112,117,117,126,107,87,112,141,136,131,126,107,126,131,102,126,92
210,122,92,122,87,107,117,97,122,117,107,117,122,102,112,102,126,112,92,92,131,117,107,107,122,97,102,97,112,112,102,112,117,161,107,97,102,92,122,97,107,131,156,126,92,92,112,126,102,102,102,92,214,200,219,209,219,263,273,112,83,92,87,92,83,83,78,87,87,92,107,78,87,126,97,92,83,107,97,107,83,112,122,92,78,87,78,78,97,83,97,87,87,102,83,92,102,87,87,87,87,83,87,87,83,83,92,87,92,175,166,190,83,170,166,185,170,195,234,249,122,107,102,102,92,92,97,146,126,122,117,131,122,131,83,87,112,136,131,126,126,117,136,131,117,131,97
220,126,107,117,107,112,122,112,117,126,117,122,126,112,117,117,126,117,102,102,131,117,112,117,117,112,117,102,122,117,107,122,117,214,107,102,112,107,131,107,122,136,141,136,122,112,122,141,122,122,112,107,268,263,273,268,278,297,302,122,102,112,107,107,107,107,87,107,107,112,122,92,112,131,102,107,97,117,107,117,102,126,131,107,97,117,92,102,112,97,112,102,107,117,102,102,122,102,107,107,107,102,107,107,97,102,102,107,102,239,234,258,97,190,234,258,239,258,288,297,122,117,112,117,107,112,117,151,126,136,126,136,131,141,83,97,117,141,131,131,126,122,146,126,117,131,107
230,151,161,136,166,161,166,151,117,175,180,156,175,156,166,156,126,166,156,156,170,151,161,161,122,166,170,141,175,161,161,161,122,253,146,136,170,156,180,151,166,151,117,180,195,175,170,180,185,170,151,170,297,312,307,302,307,302,307,166,170,170,170,166,180,170,126,156,175,170,170,156,180,170,122,166,170,170,161,156,170,170,170,141,166,161,146,156,156,161,161,156,166,156,170,126,161,156,156,166,156,161,175,151,156,166,161,151,156,288,288,302,151,209,288,327,288,297,317,317,161,166,170,161,161,180,175,175,175,185,175,170,170,170,102,161,151,170,161,156,156,156,166,151,146,156,141
240,214,229,205,229,214,219,209,126,229,249,224,239,214,229,219,141,224,214,214,244,209,214,214,161,224,209,205,244,219,214,219,131,273,209,195,229,209,234,205,219,200,92,249,263,258,249,239,249,244,219,249,292,327,307,312,312,273,297,239,244,253,244,229,249,234,200,229,258,244,244,229,234,234,161,239,249,249,234,224,244,244,239,214,244,234,229,224,234,239,239,234,229,219,229,195,234,234,229,244,224,229,244,229,234,239,229,234,224,302,302,322,224,219,307,375,297,307,307,322,229,229,229,224,224,253,253,224,234,234,234,224,224,224,122,229,219,224,224,219,209,214,214,205,209,219,205
250,258,278,258,268,253,263,249,166,273,297,268,288,253,268,263,190,273,249,253,297,253,258,249,219,263,244,249,283,258,253,258,175,283,258,244,278,249,273,249,253,253,117,302,312,312,307,292,283,292,278,302,273,327,292,312,297,249,273,292,292,302,297,278,288,288,268,283,312,297,297,278,273,288,234,288,307,302,283,278,292,292,297,273,297,288,288,278,297,288,297,288,278,268,268,258,297,292,278,307,278,283,288,297,292,292,283,292,278,297,292,317,278,224,307,375,302,297,297,312,273,278,273,273,273,302,302,273,278,273,278,268,268,263,180,268,268,268,273,273,258,263,258,258,258,268,249
260,283,297,292,283,273,283,268,224,288,312,288,302,268,292,283,249,288,268,268,317,273,273,278,268,273,253,268,297,283,268,273,234,283,278,263,302,268,283,263,268,288,180,322,322,332,332,317,288,317,302,327,258,307,268,307,273,234,249,322,302,322,317,292,297,302,307,312,332,322,327,297,283,307,283,307,332,327,302,307,307,317,327,302,322,312,312,302,317,312,317,307,292,288,278,302,322,317,292,332,297,307,302,327,317,312,302,312,297,273,263,302,297,229,288,346,283,273,278,297,297,297,292,292,292,322,317,292,288,288,288,283,283,278,244,283,297,288,292,292,273,283,288,288,278,288,273
270,292,288,302,273,273,283,268,268,283,302,292,302,273,292,283,292,288,258,263,317,278,268,278,292,273,253,273,292,288,258,268,268,278,273,263,297,263,283,263,268,297,224,322,317,327,332,327,278,317,307,322,239,288,249,292,249,224,234,332,292,317,302,292,278,292,322,312,322,322,322,297,268,307,317,302,322,322,297,312,307,322,332,307,317,312,307,307,317,307,317,302,292,288,278,317,322,317,297,322,297,297,297,322,312,302,307,312,302,249,239,278,302,224,258,317,273,253,263,278,302,292,288,292,288,312,312,292,283,292,278,288,278,273,297,278,297,288,288,297,283,283,297,297,268,297,273
280,292,263,292,244,268,273,263,292,268,278,292,283,263,278,263,317,278,244,244,312,278,249,263,292,263,244,258,283,283,234,253,288,263,263,253,288,258,263,253,249,297,244,317,297,307,322,322,253,292,297,307,219,263,224,278,234,214,224,336,273,292,273,278,253,263,312,302,292,302,302,288,244,302,317,292,302,312,278,307,288,317,327,302,292,297,288,297,307,283,307,283,288,278,263,312,312,288,278,302,297,268,297,302,297,288,292,292,292,229,229,263,283,214,239,297,263,224,244,263,302,268,268,268,273,283,297,292,258,278,258,273,263,253,312,263,283,268,263,292,278,278,297,292,239,292,253
290,283,234,268,214,258,244,249,302,249,249,278,253,249,258,249,327,263,219,219,292,268,224,244,288,258,229,239,268,273,214,234,288,258,249,244,268,249,239,234,229,288,253,307,283,297,292,307,234,273,268,288,209,253,209,268,214,209,214,336,249,268,249,258,239,244,292,278,268,278,273,273,229,283,312,273,268,288,249,297,258,297,307,288,263,283,268,278,278,263,288,263,273,258,234,292,292,253,258,273,288,244,292,278,283,253,268,258,283,209,214,253,258,214,219,292,258,214,219,249,288,239,244,239,253,249,278,278,234,268,234,258,244,234,307,244,258,244,249,283,263,268,292,283,229,288,244
300,268,214,253,205,253,229,234,283,239,229,263,244,244,249,234,327,258,205,200,278,268,214,224,273,253,219,219,253,263,200,219,288,258,234,244,239,239,229,219,214,268,263,288,278,283,278,302,224,253,249,258,209,244,205,258,209,209,214,332,229,249,229,239,229,224,263,268,239,249,258,263,214,268,288,253,244,268,239,292,244,278,283,278,239,263,244,263,249,244,258,249,263,239,219,258,283,229,234,249,273,224,288,258,268,234,244,244,278,205,200,244,234,209,209,288,253,205,209,239,273,219,224,229,234,234,253,258,214,258,224,258,224,224,278,219,239,229,234,283,253,244,283,278,219,278,224
310,253,209,239,200,253,214,224,258,224,219,249,229,244,244,219,322,253,195,190,268,268,209,214,258,258,209,205,249,268,190,205,268,263,224,244,229,224,219,205,205,258,278,268,278,268,263,302,214,244,234,239,209,239,205,263,205,205,209,332,219,229,219,224,214,209,239,268,234,234,249,258,214,249,273,234,229,249,224,283,224,253,268,268,219,244,229,263,224,234,239,239,258,224,205,234,268,219,219,234,258,209,278,244,249,219,224,234,278,195,195,239,214,209,205,292,258,200,205,234,258,205,219,224,219,224,234,249,205,263,214,263,214,209,258,205,234,219,229,278,244,229,278,283,209,263,214
320,239,200,224,200,253,205,209,239,209,214,244,224,253,229,205,312,244,190,185,258,268,200,200,253,253,205,195,244,273,180,195,244,253,219,244,219,209,214,190,200,249,288,258,263,263,253,307,205,224,229,224,214,239,200,268,205,200,209,327,214,224,214,214,205,200,224,273,219,229,244,249,209,239,258,219,219,229,214,278,214,239,258,263,209,224,219,268,214,224,224,229,258,214,195,219,253,214,209,224,258,200,273,239,229,214,214,224,278,195,195,234,200,214,200,292,258,190,200,234,239,200,209,219,205,219,219,253,205,249,205,273,200,200,234,190,224,209,229,288,244,219,273,283,200,253,205
330,229,200,214,185,258,195,195,219,205,209,229,214,258,214,200,312,239,190,175,253,268,195,195,244,258,195,185,229,283,180,190,229,234,209,224,209,205,205,185,195,234,292,258,249,258,244,307,200,224,219,214,209,234,200,268,200,195,205,327,209,214,209,209,200,195,214,273,214,214,234,249,205,234,239,209,214,214,205,273,205,234,249,258,200,214,205,278,205,214,214,214,268,205,190,214,234,205,200,209,253,195,268,229,214,205,200,214,288,195,195,229,200,219,200,292,263,185,200,234,224,200,209,209,195,219,209,268,209,229,195,278,190,190,224,185,224,205,224,288,234,219,278,273,205,249,209
340,219,185,209,175,263,190,185,214,205,200,224,214,263,205,200,312,234,180,175,244,253,190,190,229,253,185,180,224,292,175,180,219,219,205,200,200,219,195,175,195,229,288,278,234,253,234,302,195,219,219,209,205,229,195,253,200,190,205,336,205,214,200,209,200,190,205,278,205,214,224,239,205,224,229,205,205,209,200,268,195,234,244,268,195,205,195,283,200,205,205,205,273,200,185,209,229,195,190,205,244,190,263,229,209,200,190,200,288,190,195,229,195,219,200,288,263,180,185,229,214,190,195,200,190,209,200,283,209,214,190,283,180,185,219,180,209,200,214,288,224,209,283,258,205,239,209
350,209,180,209,175,268,185,185,205,209,190,214,209,268,200,195,302,234,175,170,239,234,185,190,239,244,180,175,224,292,170,185,209,209,209,190,190,234,195,175,185,219,273,297,219,253,224,297,195,214,219,209,200,229,190,234,195,195,205,341,200,209,195,205,195,200,200,288,195,205,219,229,200,224,224,200,200,209,190,268,195,229,239,273,190,205,190,283,190,195,200,195,273,195,185,205,224,190,185,195,229,190,268,219,200,190,185,200,292,190,195,229,195,214,195,288,263,175,185,229,205,180,195,195,195,205,200,292,200,205,185,283,180,185,214,175,209,195,214,297,214,205,283,244,200,234,205
360,205,175,205,170,273,190,180,200,209,185,219,205,268,195,195,292,244,170,170,234,219,185,190,244,234,180,175,239,292,170,185,209,200,224,180,190,249,195,175,180,209,258,307,205,268,219,288,195,214,214,219,200,224,185,224,195,190,209,336,195,214,190,200,195,195,195,292,195,200,214,224,195,229,219,195,190,205,185,273,190,219,239,278,190,205,185,283,185,195,195,190,278,190,180,200,219,190,190,190,209,185,263,219,195,185,190,195,297,185,190,224,190,219,190,283,268,175,180,224,200,180,195,190,190,200,205,292,195,200,175,283,185,185,209,170,209,195,205,302,214,200,283,239,200,234,205
370,200,175,209,170,273,190,175,200,205,185,214,200,268,190,195,278,258,170,166,229,214,185,185,258,224,185,170,253,292,170,185,205,190,244,175,190,253,195,170,180,205,239,312,195,288,219,283,200,209,214,224,205,229,185,214,195,195,209,336,195,214,185,195,195,200,190,288,190,200,214,209,190,229,219,190,185,205,185,278,195,219,234,278,185,200,185,283,180,200,200,190,283,190,185,200,219,185,190,190,200,180,263,214,185,185,195,190,292,185,190,224,185,224,190,283,268,180,190,229,195,180,190,195,185,195,205,292,195,200,175,283,180,185,205,166,205,190,205,302,209,205,288,229,195,229,205
380,195,170,209,175,273,185,175,200,209,185,214,205,268,195,195,263,268,166,161,229,209,180,190,278,229,180,170,273,292,166,190,200,190,253,175,195,258,195,175,180,205,229,317,195,297,224,288,200,214,209,239,209,229,190,209,195,195,209,346,200,224,190,195,195,195,185,288,190,195,214,200,190,229,214,190,190,205,185,288,195,219,229,283,185,195,185,288,175,195,195,190,288,190,185,195,214,180,190,190,195,180,263,219,180,185,209,190,292,185,190,219,180,224,185,288,268,180,195,229,195,185,190,195,185,195,195,297,195,190,175,288,175,185,205,166,200,190,209,302,209,205,292,224,195,229,205
390,190,175,205,175,273,190,170,195,229,185,219,209,273,195,195,253,263,170,161,229,205,185,185,283,234,180,170,288,297,170,185,195,195,258,170,195,258,195,170,180,209,224,322,200,302,224,292,200,214,209,258,219,234,190,209,195,200,214,346,200,224,190,190,200,195,185,288,195,195,214,200,190,229,209,190,190,205,185,292,190,219,229,288,185,195,190,288,180,195,190,195,288,190,185,190,214,180,190,190,200,180,263,219,180,185,209,200,292,185,195,224,180,229,180,288,268,180,190,229,195,185,190,195,185,200,195,307,200,190,180,283,180,180,205,166,205,190,209,302,205,200,297,224,200,229,205
400,190,175,205,175,278,190,175,195,239,190,214,209,273,190,190,253,263,175,161,229,195,195,190,292,229,180,170,288,297,175,195,195,200,268,170,195,263,195,180,180,214,219,322,200,302,219,307,200,219,209,268,219,234,190,209,200,205,219,346,200,219,190,190,200,190,180,283,195,200,214,214,190,229,209,195,195,200,190,288,190,219,224,288,185,195,190,292,185,195,190,195,288,190,180,190,214,190,190,190,195,185,258,224,180,185,205,195,297,190,195,224,185,234,185,288,278,185,195,234,200,195,190,200,185,205,195,307,200,185,190,288,180,180,200,166,209,190,209,302,200,205,292,224,205,224,209
410,190,175,209,175,278,195,166,195,234,190,214,209,278,190,190,244,268,180,156,229,195,195,185,292,219,185,170,297,297,170,185,195,205,278,170,190,258,195,175,180,214,214,322,195,302,219,317,200,214,214,253,214,234,190,214,205,195,219,351,200,214,185,190,200,190,185,268,195,205,219,224,190,229,205,195,195,205,190,273,195,214,229,273,190,195,190,292,185,195,195,195,283,190,185,195,214,190,190,185,190,190,258,229,185,190,200,190,297,190,190,234,190,239,190,283,283,175,190,234,200,190,195,190,185,200,195,302,200,185,190,288,180,180,205,166,209,190,209,302,195,200,283,224,205,224,209
420,185,175,209,175,283,190,170,195,219,185,219,214,288,200,195,234,258,175,161,229,195,190,195,297,214,185,175,292,302,170,195,195,205,278,170,185,258,190,180,180,209,209,322,185,307,229,332,200,224,219,234,214,239,190,214,205,200,224,341,200,214,180,195,200,190,195,249,190,209,219,239,190,229,214,185,200,205,195,253,190,219,234,249,185,195,190,288,185,190,195,190,288,195,185,205,214,185,195,185,195,185,258,229,185,190,195,190,302,195,190,234,190,239,190,288,283,175,195,234,190,190,200,190,185,200,200,292,205,185,190,288,180,180,205,166,205,190,205,307,195,195,263,229,209,224,214
