Time,602,603,604,605,606,607,678,679,680,681,682,683,684,685,734,735,736,737,738,739,740,741,790,791,792,793,794,795,796,797,846,847,848,849,850,851,852,853,974,975,976,977,1072,1073,1074,1075,1076,1077,1078,1079,1110,1111,1112,1113,1138,1139,1140,1141,1418,1419,1420,1421,1422,1423,1424,1425,1474,1475,1476,1477,1478,1479,1480,1481,1510,1511,1512,1513,1558,1559,1560,1561,1562,1563,1564,1565,1579,1884,1885,1886,1945,1946,1947,1948,1949,1950,1951,1952,1964,1986,1987,1988,1989,2034,2035,2036,2037,2038,2039,2040,2041,2090,2091,2092,2093,2094,2095,2096,2097,2131,2132,2133,2134,2135,2232,2233,2234,2248,2249,2300,2301,2302,2303,2304,2305
270,-78,-92,-97,-48,-97,-102,-19,-63,-78,-29,-73,-78,-43,-92,-126,-87,-83,-29,-87,-117,-112,-102,-29,-63,-19,68,-29,63,0,-4,-34,-14,-24,63,-24,-68,-24,122,-73,-92,24,78,-68,-97,-92,-39,-87,-87,-73,-73,-19,68,-14,24,-83,-92,-78,-34,-83,-97,4,-9,-68,-102,-73,-78,-87,-102,4,-14,-63,-87,-73,-92,-53,-92,-78,-34,-73,-53,-78,-43,-78,-97,-73,-83,-87,-78,-87,-97,-97,-58,-122,-19,-78,-92,-83,-102,122,-83,-97,-83,-24,-83,-83,-78,-29,-73,-102,-107,-112,-34,-92,-78,-43,-112,-73,-131,-83,-78,-87,-78,-29,-58,-58,-83,-73,-63,-63,-68,-78,-83,-19,-68,-83
280,-87,-102,-107,-48,-97,-107,-39,-73,-87,-34,-83,-83,-53,-102,-141,-97,-87,-34,-97,-131,-126,-117,-39,-68,-24,58,-34,58,-19,-19,-43,-29,-39,53,-39,-78,-39,97,-83,-102,14,73,-78,-107,-102,-39,-92,-97,-87,-78,-29,83,-29,19,-87,-102,-87,-29,-92,-107,-9,-4,-78,-117,-83,-83,-97,-112,-9,-14,-78,-92,-97,-102,-58,-102,-87,-34,-78,-63,-92,-43,-87,-102,-83,-97,-97,-87,-102,-107,-102,-68,-131,-19,-87,-97,-92,-112,97,-97,-102,-87,-29,-97,-87,-87,-29,-83,-112,-117,-126,-43,-102,-87,-43,-122,-83,-136,-92,-87,-97,-83,-34,-73,-68,-92,-87,-78,-73,-78,-83,-92,-19,-78,-83
290,-92,-107,-117,-63,-112,-117,-43,-83,-97,-34,-87,-92,-63,-112,-146,-107,-97,-43,-102,-136,-146,-122,-53,-83,-39,43,-53,48,-34,-34,-63,-43,-58,43,-48,-87,-53,73,-97,-107,9,58,-87,-112,-112,-58,-102,-107,-92,-87,-43,73,-39,9,-92,-112,-97,-34,-102,-112,-24,-24,-97,-131,-92,-92,-102,-122,-19,-24,-87,-102,-102,-112,-68,-102,-92,-43,-87,-68,-97,-58,-97,-112,-87,-102,-107,-97,-102,-112,-112,-73,-136,-34,-92,-102,-102,-126,73,-102,-107,-97,-39,-102,-97,-97,-43,-102,-122,-126,-141,-53,-112,-97,-58,-131,-92,-146,-102,-92,-107,-92,-43,-83,-73,-102,-97,-83,-83,-87,-92,-102,-29,-83,-92
300,-107,-112,-126,-68,-117,-122,-58,-87,-112,-53,-97,-107,-73,-122,-151,-122,-112,-53,-122,-146,-161,-126,-63,-87,-48,29,-58,34,-48,-48,-68,-53,-73,24,-73,-92,-58,48,-102,-107,-4,39,-97,-122,-122,-68,-107,-117,-102,-92,-58,68,-53,0,-107,-122,-107,-53,-112,-117,-39,-34,-107,-141,-107,-102,-112,-131,-29,-34,-92,-112,-117,-126,-78,-107,-102,-53,-97,-78,-112,-63,-107,-122,-97,-112,-112,-107,-107,-117,-126,-78,-146,-43,-107,-112,-112,-131,53,-117,-117,-102,-48,-112,-102,-102,-48,-107,-126,-136,-151,-68,-117,-102,-68,-136,-107,-151,-107,-102,-112,-102,-58,-92,-87,-107,-102,-97,-87,-92,-92,-107,-39,-97,-102
310,-117,-122,-131,-78,-126,-126,-63,-97,-117,-68,-112,-107,-83,-131,-151,-126,-126,-63,-122,-161,-170,-126,-73,-92,-58,14,-73,24,-63,-58,-83,-63,-92,14,-83,-107,-73,29,-112,-112,-19,29,-102,-126,-131,-73,-117,-126,-112,-107,-73,63,-58,-14,-112,-126,-112,-63,-126,-126,-53,-39,-122,-151,-117,-112,-126,-136,-43,-48,-107,-117,-126,-136,-87,-112,-112,-58,-107,-83,-117,-68,-117,-131,-107,-122,-117,-117,-112,-122,-136,-92,-156,-53,-107,-122,-122,-146,29,-126,-126,-112,-53,-126,-112,-117,-63,-122,-146,-151,-156,-78,-122,-112,-78,-141,-112,-156,-126,-107,-122,-112,-73,-97,-97,-122,-112,-107,-92,-97,-102,-117,-53,-102,-107
320,-136,-131,-141,-83,-136,-131,-83,-112,-126,-68,-112,-122,-97,-141,-156,-141,-136,-73,-141,-170,-185,-131,-78,-112,-68,9,-87,0,-83,-73,-92,-73,-107,4,-92,-117,-83,4,-117,-117,-34,24,-117,-136,-141,-78,-126,-136,-122,-112,-87,53,-68,-19,-122,-131,-117,-68,-136,-131,-68,-48,-131,-166,-131,-122,-136,-146,-58,-58,-117,-126,-131,-146,-97,-122,-122,-68,-117,-92,-126,-78,-122,-136,-112,-131,-126,-131,-126,-126,-151,-102,-161,-63,-122,-131,-126,-156,4,-141,-136,-122,-63,-131,-122,-131,-73,-136,-146,-156,-166,-92,-136,-122,-83,-146,-126,-161,-136,-117,-131,-126,-78,-107,-107,-131,-126,-117,-112,-112,-112,-122,-58,-107,-112
330,-146,-136,-146,-92,-146,-141,-92,-126,-136,-83,-126,-122,-102,-151,-151,-156,-146,-83,-156,-170,-185,-136,-92,-122,-78,-4,-102,-9,-92,-87,-112,-87,-122,-19,-117,-126,-97,-14,-122,-126,-39,9,-122,-151,-151,-92,-131,-146,-136,-126,-97,29,-78,-39,-131,-141,-122,-83,-151,-146,-83,-63,-151,-170,-141,-136,-146,-151,-73,-73,-131,-131,-141,-156,-107,-136,-126,-87,-126,-97,-131,-92,-136,-146,-126,-141,-126,-141,-141,-131,-156,-112,-166,-78,-131,-141,-136,-166,-19,-146,-146,-126,-78,-151,-141,-141,-83,-141,-166,-161,-170,-102,-146,-136,-97,-151,-136,-166,-151,-126,-141,-131,-87,-122,-112,-146,-136,-126,-122,-117,-122,-131,-73,-122,-122
340,-151,-141,-156,-107,-161,-146,-107,-141,-146,-97,-136,-136,-117,-161,-156,-166,-156,-97,-166,-175,-180,-136,-97,-131,-92,-19,-117,-29,-112,-97,-126,-102,-131,-34,-126,-136,-112,-34,-131,-131,-53,-4,-131,-156,-156,-102,-141,-156,-141,-136,-112,14,-87,-53,-136,-151,-131,-97,-161,-151,-97,-73,-161,-185,-151,-141,-156,-151,-87,-87,-141,-146,-156,-161,-117,-146,-141,-97,-136,-117,-146,-102,-146,-161,-136,-151,-136,-151,-146,-141,-166,-122,-175,-87,-141,-151,-146,-170,-39,-156,-156,-131,-83,-156,-151,-146,-92,-151,-161,-166,-175,-122,-156,-141,-107,-166,-151,-170,-156,-136,-146,-146,-97,-136,-117,-151,-141,-131,-131,-126,-126,-136,-78,-131,-126
350,-161,-146,-166,-107,-161,-156,-117,-146,-161,-97,-151,-141,-126,-170,-166,-170,-166,-102,-180,-170,-166,-146,-112,-136,-112,-34,-131,-43,-131,-107,-131,-112,-141,-43,-141,-151,-126,-58,-141,-141,-63,-9,-136,-161,-161,-107,-151,-166,-151,-146,-122,0,-97,-58,-141,-156,-141,-102,-170,-156,-107,-73,-166,-190,-156,-161,-161,-156,-102,-92,-146,-151,-161,-166,-126,-151,-151,-102,-146,-112,-151,-107,-151,-170,-146,-161,-141,-156,-156,-146,-170,-136,-180,-97,-151,-161,-156,-180,-63,-166,-161,-136,-87,-161,-156,-151,-97,-161,-175,-170,-175,-126,-161,-151,-112,-166,-161,-170,-166,-146,-151,-151,-97,-146,-122,-156,-156,-141,-141,-131,-131,-146,-83,-136,-136
360,-166,-156,-175,-117,-175,-161,-131,-156,-166,-112,-156,-151,-146,-180,-166,-180,-170,-122,-180,-170,-166,-151,-131,-151,-122,-48,-146,-63,-146,-122,-141,-126,-156,-58,-151,-156,-136,-83,-146,-146,-73,-29,-146,-166,-166,-112,-161,-170,-161,-161,-136,-14,-107,-68,-146,-166,-151,-112,-175,-170,-122,-87,-180,-185,-170,-170,-166,-161,-117,-107,-156,-161,-170,-175,-136,-161,-161,-117,-151,-126,-161,-122,-161,-180,-156,-175,-151,-156,-170,-156,-175,-146,-185,-107,-161,-166,-161,-190,-87,-166,-166,-141,-102,-170,-166,-156,-107,-166,-170,-175,-175,-136,-170,-156,-117,-166,-170,-180,-175,-151,-161,-161,-112,-151,-126,-166,-166,-151,-156,-131,-146,-156,-92,-146,-141
370,-170,-166,-180,-126,-175,-166,-156,-170,-175,-126,-166,-161,-161,-180,-170,-185,-170,-126,-175,-170,-166,-166,-136,-161,-131,-68,-161,-83,-151,-131,-156,-136,-166,-78,-161,-161,-151,-107,-151,-161,-83,-43,-156,-175,-170,-131,-170,-175,-170,-166,-146,-29,-122,-78,-161,-175,-166,-122,-180,-175,-141,-102,-185,-180,-175,-175,-170,-170,-131,-117,-161,-170,-175,-175,-146,-170,-166,-126,-161,-131,-175,-131,-166,-190,-166,-175,-151,-166,-175,-166,-180,-151,-185,-122,-161,-175,-175,-185,-112,-170,-166,-151,-107,-175,-170,-166,-122,-166,-180,-185,-180,-151,-175,-166,-126,-170,-180,-185,-180,-161,-166,-166,-117,-170,-131,-180,-170,-161,-170,-141,-146,-166,-112,-156,-146
380,-170,-170,-185,-131,-180,-175,-170,-175,-180,-141,-175,-166,-170,-180,-175,-185,-175,-141,-175,-170,-170,-170,-151,-170,-146,-87,-170,-102,-161,-141,-161,-151,-175,-92,-175,-170,-166,-126,-156,-170,-97,-58,-166,-185,-175,-141,-180,-185,-180,-175,-156,-48,-136,-87,-170,-185,-170,-136,-180,-185,-156,-107,-190,-170,-180,-180,-170,-175,-141,-126,-166,-175,-185,-170,-151,-180,-175,-136,-166,-151,-175,-136,-170,-190,-175,-185,-161,-166,-180,-170,-180,-161,-190,-131,-166,-175,-175,-180,-131,-166,-170,-161,-117,-185,-175,-175,-136,-166,-180,-190,-180,-156,-180,-166,-136,-170,-180,-190,-180,-166,-170,-175,-126,-175,-141,-185,-175,-170,-170,-146,-156,-175,-122,-166,-146
