Time,13,14,113,123,124,125,126,127,128,129,130,146,147,148,149,150,151,152,488,489,490,491,492,493,508,509,510,511,512,513,514,515,532,533,534,535,536,537,538,539,556,557,558,559,560,561,562,563,622,623,624,625,626,627,628,629,866,867,868,869,992,993,994,995,996,997,998,999,1012,1013,1014,1015,1024,1025,1026,1027,1299,1300,1301,1302,1303,1304,1305,1306,1323,1324,1325,1326,1327,1328,1329,1330,1343,1344,1345,1346,1355,1356,1357,1358,1368,1369,1370,1371,1372,1769,1770,1771,1772,1773,1774,1775,1776,1792,1793,1794,1795,1796,1797,1798,1814,1815,1816,1817,1818,1819,1820,1821,1853,1854,1855,1856,1857,1858,1859,1860,1895,1896,1897,1898,1899,2172,2173,2174,2213,2214,2258,2259,2260,2261,2262,2263
0,-644,-654,-664,-654,-659,-673,-659,-673,-664,-620,-595,-625,-659,-673,-644,-649,-649,-585,-615,-625,-634,-610,-620,-566,-629,-620,-639,-595,-595,-590,-561,-629,-625,-625,-629,-620,-605,-541,-561,-590,-625,-644,-654,-629,-629,-625,-546,-600,-625,-639,-639,-629,-634,-625,-595,-625,-595,-605,-620,-605,-595,-620,-629,-605,-639,-590,-556,-561,-605,-644,-634,-605,-610,-634,-639,-590,-581,-629,-634,-610,-590,-600,-556,-561,-576,-625,-629,-610,-615,-600,-566,-527,-625,-634,-649,-571,-585,-634,-629,-605,-625,-634,-644,-585,-590,-605,-610,-644,-620,-620,-629,-556,-551,-620,-615,-639,-595,-615,-629,-537,-629,-615,-600,-600,-615,-639,-566,-595,-615,-620,-639,-620,-585,-605,-517,-605,-634,-639,-639,-615,-595,-629,-610,-625,-615,-625,-605,-644,-620,-605,-620,-634
10,-649,-659,-659,-654,-659,-673,-664,-673,-664,-620,-595,-629,-659,-668,-644,-649,-649,-581,-615,-620,-639,-610,-620,-566,-629,-620,-634,-600,-595,-595,-561,-629,-625,-625,-629,-615,-605,-546,-556,-590,-620,-644,-659,-629,-629,-625,-546,-600,-625,-639,-639,-629,-634,-625,-600,-625,-595,-605,-620,-605,-595,-620,-634,-605,-639,-590,-556,-566,-605,-639,-634,-605,-610,-639,-634,-590,-581,-634,-634,-610,-590,-595,-556,-561,-576,-625,-629,-615,-620,-600,-566,-527,-625,-634,-649,-571,-585,-634,-634,-605,-629,-629,-644,-585,-590,-605,-610,-644,-620,-615,-629,-556,-556,-620,-620,-639,-600,-620,-629,-537,-629,-615,-605,-595,-615,-634,-561,-595,-615,-625,-639,-620,-590,-605,-517,-605,-634,-639,-639,-615,-600,-629,-605,-625,-615,-625,-610,-644,-620,-605,-620,-629
20,-649,-654,-659,-654,-659,-673,-659,-673,-664,-620,-595,-625,-654,-668,-644,-654,-649,-581,-615,-625,-639,-610,-615,-566,-629,-620,-639,-600,-590,-590,-561,-625,-625,-625,-629,-615,-605,-546,-556,-590,-625,-644,-659,-629,-629,-629,-546,-600,-625,-639,-634,-629,-634,-625,-595,-625,-600,-605,-620,-605,-595,-615,-634,-610,-639,-590,-556,-566,-605,-644,-634,-605,-605,-634,-634,-590,-581,-634,-639,-610,-590,-595,-556,-561,-576,-625,-629,-610,-615,-600,-566,-522,-625,-634,-649,-571,-585,-634,-634,-605,-629,-634,-639,-585,-590,-610,-605,-644,-620,-615,-629,-556,-551,-620,-620,-639,-595,-615,-629,-537,-629,-615,-605,-600,-615,-639,-566,-595,-615,-620,-639,-620,-590,-605,-522,-605,-634,-639,-639,-615,-595,-629,-610,-625,-615,-625,-605,-649,-620,-605,-620,-629
30,-649,-654,-664,-654,-659,-678,-659,-673,-664,-620,-590,-629,-659,-668,-644,-649,-649,-585,-615,-620,-639,-610,-615,-566,-634,-620,-634,-600,-595,-590,-561,-629,-625,-625,-629,-620,-610,-541,-561,-590,-620,-644,-654,-629,-629,-625,-546,-600,-625,-634,-639,-629,-629,-625,-595,-625,-595,-605,-620,-605,-595,-620,-629,-610,-639,-590,-556,-566,-605,-644,-634,-605,-605,-634,-639,-585,-581,-634,-634,-610,-590,-595,-556,-561,-576,-625,-629,-610,-620,-600,-566,-522,-625,-634,-649,-571,-585,-634,-634,-605,-625,-629,-644,-585,-590,-610,-610,-644,-620,-615,-629,-556,-551,-620,-620,-639,-595,-620,-625,-532,-629,-615,-605,-595,-620,-634,-561,-590,-615,-625,-639,-620,-585,-605,-517,-605,-629,-639,-644,-615,-600,-629,-610,-625,-615,-620,-605,-644,-625,-605,-620,-629
40,-649,-654,-664,-654,-659,-678,-664,-673,-664,-620,-595,-629,-659,-668,-644,-649,-644,-581,-615,-625,-634,-610,-615,-566,-629,-620,-639,-595,-595,-590,-561,-625,-625,-625,-629,-615,-610,-546,-556,-590,-620,-644,-659,-629,-629,-625,-546,-600,-625,-639,-639,-629,-634,-625,-600,-625,-600,-605,-620,-605,-595,-620,-629,-605,-634,-595,-556,-561,-605,-639,-634,-600,-605,-639,-634,-585,-581,-634,-634,-610,-590,-590,-556,-561,-581,-625,-634,-610,-620,-600,-571,-527,-625,-634,-649,-571,-585,-629,-629,-605,-629,-629,-644,-585,-590,-610,-605,-644,-620,-615,-634,-556,-551,-615,-615,-639,-595,-620,-625,-532,-629,-615,-600,-600,-620,-634,-566,-590,-615,-625,-639,-620,-590,-600,-517,-605,-629,-639,-639,-615,-600,-629,-610,-625,-615,-625,-610,-644,-615,-605,-620,-629
50,-654,-659,-659,-659,-659,-678,-664,-673,-664,-620,-595,-629,-659,-668,-644,-654,-649,-581,-615,-625,-639,-610,-620,-566,-629,-620,-639,-600,-595,-590,-566,-629,-625,-625,-629,-615,-610,-546,-561,-590,-620,-644,-659,-625,-629,-625,-546,-600,-625,-639,-639,-629,-634,-625,-600,-625,-595,-605,-620,-610,-595,-620,-634,-605,-634,-590,-556,-561,-610,-644,-634,-605,-610,-639,-634,-590,-581,-634,-639,-610,-590,-595,-561,-561,-581,-625,-629,-615,-620,-600,-576,-527,-625,-634,-649,-566,-585,-634,-634,-610,-629,-634,-644,-590,-590,-610,-610,-649,-615,-615,-634,-561,-551,-620,-620,-644,-600,-620,-629,-532,-629,-620,-605,-600,-620,-639,-566,-600,-620,-625,-639,-620,-590,-605,-527,-605,-634,-639,-639,-615,-595,-629,-610,-629,-620,-625,-605,-649,-620,-605,-620,-629
60,-649,-654,-664,-659,-654,-678,-664,-678,-668,-620,-595,-634,-659,-668,-644,-649,-649,-581,-620,-625,-639,-610,-620,-561,-634,-620,-639,-600,-595,-590,-561,-625,-629,-625,-629,-620,-610,-546,-561,-590,-625,-644,-659,-625,-629,-629,-551,-600,-625,-634,-639,-629,-634,-625,-595,-625,-600,-605,-620,-605,-595,-620,-634,-605,-634,-595,-556,-561,-605,-639,-639,-605,-610,-634,-634,-590,-581,-634,-634,-610,-590,-600,-561,-561,-581,-629,-629,-610,-620,-600,-571,-522,-625,-634,-649,-571,-590,-634,-634,-605,-629,-634,-644,-585,-595,-610,-610,-649,-620,-620,-634,-556,-551,-620,-620,-639,-600,-620,-629,-537,-634,-615,-610,-600,-620,-639,-566,-595,-620,-625,-639,-625,-590,-605,-522,-610,-634,-639,-644,-620,-600,-629,-610,-629,-620,-620,-610,-644,-625,-605,-620,-634
70,-649,-659,-664,-664,-654,-673,-664,-673,-668,-620,-600,-634,-659,-673,-644,-654,-654,-585,-615,-625,-639,-610,-620,-566,-634,-620,-634,-600,-595,-595,-561,-629,-629,-625,-629,-620,-610,-551,-561,-595,-625,-644,-659,-629,-629,-629,-546,-600,-629,-639,-644,-629,-634,-625,-600,-625,-600,-605,-625,-605,-600,-620,-634,-610,-639,-595,-556,-566,-605,-639,-639,-605,-615,-639,-639,-595,-585,-634,-634,-610,-590,-600,-556,-561,-581,-625,-629,-615,-620,-600,-571,-527,-625,-639,-649,-571,-590,-634,-634,-610,-629,-634,-644,-590,-590,-610,-605,-649,-620,-620,-634,-561,-551,-620,-620,-639,-600,-620,-629,-537,-634,-615,-610,-600,-620,-639,-566,-595,-620,-625,-639,-620,-595,-610,-522,-610,-634,-639,-644,-615,-600,-629,-610,-625,-620,-620,-610,-649,-620,-610,-625,-634
80,-649,-659,-668,-664,-659,-678,-664,-678,-673,-620,-600,-634,-664,-673,-649,-654,-664,-585,-620,-629,-644,-610,-620,-576,-639,-625,-639,-605,-600,-605,-561,-634,-629,-629,-634,-620,-610,-556,-561,-595,-625,-649,-659,-629,-629,-639,-551,-605,-629,-644,-644,-629,-634,-634,-600,-629,-600,-610,-625,-605,-600,-620,-634,-610,-639,-600,-556,-566,-610,-644,-639,-605,-615,-639,-634,-595,-585,-639,-639,-615,-595,-605,-561,-566,-581,-629,-629,-615,-625,-605,-571,-532,-629,-639,-649,-571,-590,-639,-639,-610,-634,-639,-649,-590,-595,-610,-615,-649,-620,-620,-639,-561,-556,-620,-620,-644,-600,-620,-639,-537,-634,-620,-610,-600,-625,-649,-571,-605,-620,-629,-639,-625,-590,-615,-522,-615,-634,-639,-639,-620,-600,-634,-615,-629,-620,-625,-610,-654,-620,-610,-625,-644
