Time,296,297,298,299,300,301,302,303,336,337,338,339,340,341,342,343,375,376,377,378,379,380,381,383,416,417,418,419,420,421,422,423,451,452,453,457,458,459,462,463,477,479,894,895,896,897,902,903,904,905,934,935,936,937,942,943,944,945,1169,1170,1171,1172,1173,1174,1175,1177,1209,1210,1211,1212,1213,1214,1215,1217,1249,1250,1251,1252,1253,1254,1255,1257,1281,1282,1283,1284,1285,1605,1606,1607,1608,1609,1610,1611,1612,1645,1646,1647,1648,1649,1650,1651,1652,1685,1686,1687,1688,1689,1690,1691,1692,1725,1726,1727,1728,1729,1730,1731,1732,1750,1752,1754,1756,1837,1839,1841,2165,2166,2194,2195,2198,2199,2202,2203
0,253,190,180,185,180,180,180,190,224,209,209,249,200,239,219,234,263,249,249,263,234,249,268,244,341,332,327,327,317,341,283,258,332,312,297,371,288,283,307,302,351,322,161,156,161,156,161,156,161,166,156,161,161,161,166,156,166,161,112,102,112,107,102,117,195,141,166,131,136,131,122,136,146,161,205,161,166,166,156,161,180,170,200,200,195,200,219,122,112,112,117,112,122,117,122,151,131,141,141,136,141,141,136,185,166,170,170,170,166,170,170,249,209,214,219,209,214,209,205,205,224,229,253,351,375,366,161,166,161,166,166,161,156,156
10,253,190,185,185,180,180,175,185,224,209,209,253,195,239,224,234,263,249,249,258,234,249,268,249,336,336,327,327,322,341,283,258,332,307,297,375,283,283,307,302,351,322,161,161,166,156,161,156,161,161,156,161,161,161,170,161,161,161,112,102,107,107,102,112,195,141,166,131,131,131,126,131,146,161,200,156,161,166,156,156,185,170,200,200,195,200,219,126,112,117,117,112,117,117,122,151,131,136,141,136,146,141,136,185,166,170,170,166,170,166,166,244,209,214,219,209,214,205,205,205,224,229,253,351,375,366,166,166,166,166,166,166,156,156
20,253,190,185,190,180,180,175,185,224,209,209,249,195,239,224,239,268,249,249,263,234,249,268,249,336,332,327,327,317,341,283,258,332,312,297,371,288,288,307,302,351,322,161,161,161,161,161,161,166,166,156,161,161,156,170,161,166,161,112,102,107,102,102,112,195,141,166,131,131,136,122,136,146,161,200,161,161,170,151,161,185,175,200,200,195,205,214,126,112,112,122,107,117,117,122,151,131,141,136,136,141,141,141,185,166,170,170,166,170,166,170,244,209,214,219,209,209,214,205,209,224,229,258,351,375,366,166,166,161,166,166,161,156,156
30,253,190,185,185,180,180,175,185,224,209,209,253,195,244,219,239,268,249,249,258,234,249,268,249,336,332,327,327,317,336,283,258,332,312,292,371,288,288,307,302,351,322,161,161,161,156,161,156,166,161,161,161,161,161,170,156,166,166,112,102,107,102,102,112,200,141,166,131,131,131,126,136,151,161,205,161,166,166,156,161,185,170,200,200,195,200,219,122,112,112,122,112,117,122,117,151,131,136,136,136,141,141,141,185,166,166,170,166,170,170,170,249,209,214,219,209,214,209,205,205,224,229,253,351,375,366,166,166,161,166,166,166,156,156
40,253,190,185,185,175,180,175,185,229,209,209,253,200,244,224,234,268,253,249,258,234,249,268,249,336,332,327,327,322,341,288,258,332,312,292,375,288,288,307,302,351,322,161,161,166,156,161,156,161,166,161,161,161,161,166,156,166,161,112,107,112,107,102,117,200,141,166,131,131,131,126,136,151,161,205,161,166,166,156,161,185,170,200,200,195,205,219,126,112,112,122,112,122,117,122,146,131,136,136,136,141,141,136,185,166,166,170,166,166,170,170,249,214,209,219,209,209,209,205,205,224,229,253,351,375,371,166,161,166,166,166,161,156,156
50,253,190,185,190,180,180,180,190,224,209,209,253,195,239,224,234,263,249,249,263,234,249,268,249,336,332,332,327,322,341,283,258,332,312,297,375,288,288,307,302,351,322,166,161,166,161,161,156,166,166,156,166,161,161,170,161,166,166,112,102,112,102,102,112,195,141,166,131,131,136,126,131,151,161,205,156,166,166,156,161,185,170,200,205,195,205,219,126,112,112,117,112,117,122,122,146,131,141,136,136,141,141,136,185,161,166,166,166,166,166,166,249,209,214,219,209,214,205,205,205,224,229,253,351,380,371,166,166,166,166,166,166,156,156
60,253,185,180,185,180,175,175,190,224,209,209,253,195,239,224,234,263,249,249,263,234,249,268,249,336,332,327,327,317,341,283,258,332,312,297,371,288,283,312,302,351,322,166,166,161,161,161,156,166,166,161,161,161,161,170,161,166,166,112,102,112,107,102,117,195,141,166,136,131,131,126,136,151,161,205,161,166,166,156,161,185,175,200,205,195,200,214,126,112,112,122,107,117,117,122,146,131,136,136,136,141,136,141,185,166,170,170,166,166,166,170,249,214,214,219,209,209,209,205,205,224,229,253,351,375,366,166,166,166,166,166,166,156,156
70,253,190,185,185,180,175,180,185,224,209,209,253,200,239,224,239,268,253,249,258,234,249,273,249,336,332,332,327,317,341,283,258,332,312,297,375,288,283,307,297,351,322,166,161,161,161,161,156,166,166,161,161,161,161,170,156,166,161,112,102,112,107,102,112,195,136,166,131,131,131,122,136,151,161,205,161,161,166,156,156,180,170,200,205,195,205,214,126,112,112,122,107,117,122,122,151,131,136,136,136,136,141,136,185,161,166,170,166,166,166,166,244,209,214,219,209,214,209,205,209,224,229,258,351,375,366,166,166,166,166,166,166,156,156
80,190,126,126,185,126,92,117,107,166,146,151,253,146,161,156,151,209,185,195,263,175,161,195,244,336,273,327,327,317,253,205,175,273,249,239,375,229,200,234,214,292,253,107,92,102,161,102,87,97,83,97,97,102,161,102,156,92,68,58,34,107,48,19,39,190,78,107,63,73,131,73,48,78,73,205,92,102,170,107,68,102,166,200,126,136,205,166,63,43,48,122,58,29,43,34,92,63,78,136,83,58,73,58,131,92,112,170,117,73,87,83,249,146,146,219,156,126,136,117,151,156,170,253,288,307,307,83,78,102,97,102,166,156,83
90,112,58,53,92,53,24,39,48,87,78,78,161,53,92,78,78,141,112,107,170,97,92,131,161,258,205,244,244,249,175,131,107,200,180,156,288,141,131,151,151,224,180,24,19,14,73,14,73,9,4,19,19,9,78,14,97,4,-9,-19,-34,29,-29,-48,-29,97,4,24,-4,-9,63,-4,-24,4,-4,126,29,9,83,19,-4,34,68,131,53,58,200,92,-9,-24,-29,29,-29,-34,-34,-34,19,-4,-14,53,-4,-14,0,-9,58,24,34,83,39,0,14,14,170,78,73,131,83,58,63,48,78,97,97,170,214,239,224,-4,0,19,19,14,78,87,53
