Time,29,30,208,209,210,211,212,213,214,215,264,265,266,267,268,269,270,271,608,609,610,611,612,613,686,687,688,689,690,691,692,693,742,743,744,745,746,747,748,749,798,799,800,801,802,803,804,805,854,855,856,857,858,859,860,861,978,979,980,981,982,983,1080,1081,1082,1083,1084,1085,1086,1087,1088,1089,1114,1115,1116,1117,1142,1143,1144,1145,1426,1427,1428,1429,1430,1431,1432,1433,1482,1483,1484,1485,1486,1487,1488,1489,1514,1515,1516,1517,1566,1567,1568,1569,1570,1571,1572,1573,1580,1887,1888,1889,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1965,1990,1991,1992,1993,2042,2043,2044,2045,2046,2047,2048,2049,2098,2099,2100,2101,2102,2103,2104,2105,2136,2137,2138,2139,2140,2235,2236,2237,2250,2251,2306,2307,2308,2309,2310,2311
190,-517,-502,-444,-483,-556,-356,-551,-561,-483,-537,-463,-488,-551,-361,-527,-561,-468,-468,-498,-532,-537,-346,-546,-512,-463,-527,-507,-341,-517,-556,-449,-517,-444,-512,-517,-336,-468,-522,-400,-512,-493,-517,-556,-346,-527,-532,-424,-488,-517,-522,-556,-341,-566,-585,-551,-527,-434,-473,-532,-346,-419,-439,-429,-478,-507,-317,-537,-507,-444,-488,-424,-439,-507,-507,-502,-346,-454,-502,-527,-292,-488,-493,-512,-336,-522,-551,-444,-483,-483,-468,-507,-336,-527,-532,-424,-483,-498,-498,-512,-336,-439,-498,-537,-302,-541,-581,-483,-537,-449,-532,-517,-546,-375,-483,-522,-375,-532,-522,-444,-493,-366,-380,-400,-478,-517,-507,-507,-327,-478,-502,-551,-302,-507,-556,-532,-449,-454,-478,-532,-297,-478,-512,-537,-463,-493,-449,-483,-288,-517,-478,-493,-483,-527,-571,-541,-561,-546,-361,-561,-576
200,-561,-541,-488,-537,-605,-405,-595,-605,-537,-585,-512,-541,-605,-410,-576,-605,-517,-517,-546,-581,-585,-390,-585,-561,-517,-581,-561,-390,-566,-605,-493,-561,-493,-556,-571,-385,-512,-571,-454,-556,-541,-566,-605,-400,-571,-576,-468,-537,-561,-576,-610,-395,-615,-634,-595,-571,-458,-527,-581,-395,-449,-463,-454,-532,-556,-361,-585,-556,-493,-532,-449,-468,-551,-561,-556,-395,-502,-556,-576,-341,-537,-541,-561,-385,-566,-605,-498,-527,-532,-522,-561,-380,-571,-581,-478,-532,-551,-551,-561,-385,-488,-551,-585,-351,-590,-629,-537,-581,-498,-576,-566,-590,-390,-527,-571,-424,-566,-576,-498,-537,-385,-400,-424,-517,-556,-556,-561,-375,-527,-556,-600,-356,-551,-605,-581,-498,-498,-532,-576,-346,-527,-561,-581,-507,-541,-498,-537,-336,-561,-532,-541,-532,-576,-615,-590,-615,-600,-415,-610,-620
210,-600,-571,-541,-581,-649,-458,-644,-654,-576,-634,-561,-590,-649,-458,-625,-649,-561,-561,-595,-629,-634,-439,-634,-605,-561,-629,-610,-439,-610,-654,-537,-610,-546,-610,-615,-434,-561,-620,-498,-605,-590,-615,-654,-454,-620,-625,-512,-585,-610,-620,-654,-444,-659,-678,-634,-620,-483,-576,-625,-449,-468,-493,-473,-581,-605,-415,-629,-600,-537,-581,-473,-498,-595,-610,-600,-444,-551,-610,-625,-390,-585,-595,-610,-439,-615,-649,-541,-576,-581,-571,-610,-434,-620,-625,-522,-581,-595,-600,-610,-439,-537,-595,-634,-405,-639,-683,-576,-629,-541,-615,-620,-644,-400,-581,-620,-473,-600,-625,-541,-585,-400,-415,-449,-551,-595,-615,-610,-429,-581,-605,-639,-405,-600,-659,-620,-541,-551,-581,-615,-395,-571,-610,-620,-556,-585,-546,-585,-385,-605,-581,-590,-581,-625,-668,-639,-664,-644,-463,-654,-659
220,-644,-595,-590,-629,-703,-502,-688,-703,-625,-683,-610,-634,-698,-507,-668,-698,-605,-610,-644,-668,-683,-488,-678,-654,-615,-678,-659,-483,-654,-703,-585,-659,-595,-654,-664,-483,-605,-664,-546,-654,-634,-664,-703,-498,-664,-673,-561,-629,-654,-668,-703,-493,-698,-727,-673,-664,-502,-620,-673,-498,-498,-517,-493,-625,-654,-463,-673,-649,-585,-625,-498,-527,-644,-654,-649,-493,-595,-654,-673,-444,-634,-639,-654,-483,-659,-698,-590,-620,-629,-615,-654,-483,-664,-673,-566,-625,-649,-644,-664,-483,-585,-639,-683,-449,-678,-727,-625,-678,-590,-649,-664,-688,-415,-625,-668,-522,-634,-668,-585,-634,-415,-439,-473,-585,-634,-654,-659,-478,-629,-649,-683,-454,-639,-703,-664,-595,-595,-629,-654,-449,-615,-654,-659,-605,-639,-595,-634,-434,-644,-629,-644,-634,-668,-717,-688,-708,-693,-512,-698,-698
230,-683,-620,-634,-673,-751,-556,-737,-751,-678,-727,-654,-673,-742,-556,-712,-747,-654,-659,-693,-717,-737,-537,-727,-703,-659,-717,-708,-537,-698,-751,-639,-703,-639,-693,-712,-532,-649,-712,-590,-703,-683,-712,-751,-546,-708,-722,-610,-678,-703,-712,-751,-541,-747,-771,-717,-712,-527,-668,-727,-551,-517,-546,-512,-673,-703,-512,-717,-698,-634,-673,-517,-556,-693,-698,-698,-541,-644,-698,-717,-493,-683,-683,-703,-537,-708,-747,-639,-664,-673,-664,-693,-532,-708,-722,-620,-673,-693,-688,-712,-537,-634,-683,-732,-502,-727,-776,-673,-722,-639,-683,-708,-737,-419,-668,-717,-566,-673,-717,-639,-678,-429,-454,-493,-615,-668,-703,-703,-527,-678,-698,-727,-507,-688,-751,-708,-634,-644,-673,-693,-502,-664,-703,-693,-649,-688,-644,-683,-483,-688,-673,-688,-683,-717,-766,-732,-756,-742,-561,-747,-742
240,-717,-649,-683,-722,-800,-600,-781,-800,-727,-776,-698,-722,-795,-605,-756,-795,-703,-703,-742,-766,-776,-585,-771,-751,-703,-766,-756,-581,-742,-795,-683,-751,-683,-742,-761,-581,-693,-761,-639,-747,-732,-756,-800,-590,-751,-766,-659,-722,-751,-756,-805,-590,-791,-825,-761,-756,-546,-712,-776,-595,-541,-571,-527,-712,-751,-561,-766,-747,-678,-722,-537,-581,-742,-742,-747,-590,-693,-742,-766,-537,-727,-732,-756,-585,-751,-800,-693,-717,-717,-708,-747,-581,-756,-771,-664,-722,-742,-732,-756,-581,-678,-732,-781,-546,-771,-820,-722,-771,-688,-717,-756,-791,-429,-717,-766,-615,-703,-766,-688,-727,-439,-473,-512,-649,-703,-751,-756,-576,-722,-747,-771,-556,-732,-805,-751,-683,-693,-722,-732,-546,-708,-751,-732,-698,-737,-688,-732,-532,-727,-722,-732,-727,-761,-810,-776,-805,-795,-610,-791,-776
250,-756,-668,-727,-766,-844,-649,-825,-844,-776,-820,-747,-771,-844,-659,-805,-844,-751,-747,-786,-810,-830,-639,-820,-800,-751,-805,-805,-634,-786,-844,-737,-795,-732,-791,-810,-629,-737,-810,-693,-791,-776,-795,-849,-644,-800,-815,-708,-766,-795,-805,-854,-639,-839,-874,-805,-800,-561,-756,-825,-644,-561,-600,-541,-761,-795,-610,-815,-795,-732,-766,-556,-610,-786,-786,-795,-644,-742,-786,-815,-585,-776,-776,-805,-634,-800,-839,-742,-761,-766,-751,-795,-629,-800,-815,-722,-766,-786,-776,-805,-629,-727,-776,-825,-595,-815,-869,-771,-815,-732,-747,-800,-834,-434,-761,-820,-659,-737,-810,-737,-771,-449,-493,-527,-683,-737,-795,-805,-625,-766,-791,-805,-605,-786,-849,-800,-732,-737,-766,-771,-595,-751,-800,-771,-742,-781,-732,-781,-585,-766,-766,-776,-776,-805,-854,-820,-844,-839,-659,-839,-810
260,-791,-688,-771,-810,-893,-698,-874,-893,-825,-864,-791,-815,-893,-703,-849,-888,-805,-795,-830,-854,-874,-683,-869,-839,-795,-849,-849,-678,-834,-888,-786,-844,-776,-830,-854,-678,-786,-854,-737,-834,-825,-839,-893,-693,-844,-859,-756,-815,-839,-849,-898,-688,-888,-917,-849,-854,-576,-800,-874,-693,-581,-625,-551,-805,-844,-659,-859,-839,-776,-810,-585,-639,-830,-830,-844,-688,-781,-830,-864,-634,-820,-820,-844,-678,-849,-893,-791,-805,-815,-795,-844,-673,-849,-864,-766,-815,-830,-820,-854,-683,-771,-820,-874,-644,-864,-917,-820,-864,-771,-776,-844,-883,-439,-805,-869,-703,-771,-859,-786,-815,-458,-502,-541,-712,-771,-834,-854,-673,-815,-834,-849,-654,-834,-893,-844,-776,-781,-810,-810,-644,-800,-844,-805,-791,-820,-781,-825,-629,-810,-810,-820,-830,-849,-898,-864,-893,-888,-712,-883,-849
270,-830,-712,-820,-854,-942,-742,-922,-937,-869,-913,-839,-859,-942,-747,-893,-932,-854,-839,-878,-898,-922,-727,-913,-883,-844,-898,-898,-727,-883,-937,-830,-888,-820,-878,-903,-722,-834,-898,-786,-883,-869,-888,-942,-737,-893,-908,-800,-859,-888,-898,-947,-737,-927,-961,-888,-893,-590,-844,-917,-737,-605,-644,-566,-849,-893,-703,-903,-883,-820,-859,-605,-664,-874,-874,-893,-737,-825,-874,-913,-683,-869,-869,-898,-722,-888,-932,-834,-854,-859,-834,-888,-717,-898,-908,-815,-859,-874,-869,-903,-727,-815,-864,-927,-688,-913,-961,-869,-908,-815,-810,-888,-932,-449,-849,-913,-747,-805,-908,-830,-864,-468,-517,-556,-742,-800,-883,-903,-717,-859,-878,-888,-698,-878,-942,-883,-825,-825,-854,-844,-688,-849,-888,-849,-834,-869,-820,-874,-678,-854,-859,-864,-874,-893,-942,-908,-932,-937,-756,-932,-883
280,-864,-732,-869,-898,-991,-786,-966,-986,-917,-957,-883,-903,-991,-795,-942,-976,-903,-888,-922,-947,-971,-776,-957,-937,-893,-947,-942,-776,-932,-986,-874,-932,-869,-922,-952,-771,-878,-942,-839,-932,-917,-932,-986,-781,-937,-952,-849,-908,-932,-942,-996,-781,-981,-1010,-927,-942,-605,-893,-966,-781,-625,-664,-581,-898,-937,-747,-952,-937,-869,-903,-620,-683,-922,-917,-942,-781,-874,-922,-961,-727,-913,-908,-947,-771,-937,-981,-878,-898,-908,-888,-937,-766,-942,-952,-859,-903,-917,-913,-947,-776,-864,-917,-976,-737,-957,-1010,-917,-952,-864,-839,-932,-976,-449,-893,-961,-791,-834,-947,-878,-913,-478,-532,-571,-771,-834,-927,-952,-766,-903,-922,-927,-747,-927,-986,-927,-869,-869,-898,-883,-737,-898,-942,-883,-878,-913,-869,-922,-722,-893,-903,-913,-922,-937,-986,-957,-981,-986,-800,-976,-917
290,-903,-756,-917,-947,-1040,-834,-1015,-1030,-966,-1005,-932,-952,-1040,-844,-986,-1030,-952,-937,-971,-991,-1020,-825,-1000,-981,-942,-991,-991,-825,-976,-1030,-927,-981,-917,-966,-1000,-815,-927,-991,-883,-971,-966,-981,-1035,-834,-986,-1000,-898,-947,-981,-991,-1044,-834,-1025,-1054,-971,-986,-615,-937,-1015,-834,-639,-683,-590,-942,-991,-795,-996,-981,-917,-947,-634,-712,-971,-966,-986,-825,-922,-971,-1010,-771,-961,-961,-996,-820,-981,-1030,-927,-942,-952,-932,-986,-815,-986,-1005,-908,-952,-971,-961,-1000,-820,-913,-966,-1020,-791,-1000,-1054,-966,-1000,-913,-869,-981,-1030,-454,-942,-1010,-839,-859,-1000,-927,-957,-483,-546,-585,-800,-869,-971,-996,-810,-957,-971,-971,-795,-971,-1035,-971,-913,-917,-947,-922,-786,-942,-991,-917,-927,-961,-917,-976,-776,-932,-952,-961,-976,-986,-1035,-1000,-1025,-1035,-849,-1020,-952
300,-937,-781,-966,-996,-1088,-888,-1059,-1074,-1015,-1049,-976,-1005,-1088,-898,-1035,-1074,-1000,-981,-1015,-1044,-1069,-878,-1049,-1025,-986,-1044,-1044,-874,-1020,-1079,-976,-1030,-961,-1020,-1049,-869,-971,-1040,-932,-1020,-1010,-1035,-1083,-883,-1030,-1044,-947,-996,-1030,-1035,-1093,-883,-1069,-1103,-1010,-1030,-634,-991,-1059,-883,-654,-703,-605,-996,-1035,-849,-1044,-1025,-966,-996,-654,-732,-1020,-1015,-1035,-878,-966,-1025,-1054,-825,-1010,-1015,-1040,-874,-1030,-1079,-976,-991,-1000,-986,-1035,-869,-1030,-1049,-961,-996,-1020,-1010,-1049,-874,-957,-1015,-1069,-839,-1049,-1103,-1015,-1044,-961,-903,-1035,-1079,-458,-996,-1059,-888,-893,-1044,-976,-1005,-493,-556,-600,-825,-903,-1025,-1049,-864,-1000,-1025,-1010,-844,-1020,-1083,-1015,-957,-966,-996,-952,-839,-991,-1035,-952,-971,-1010,-971,-1025,-830,-971,-1000,-1005,-1020,-1035,-1083,-1044,-1079,-1083,-903,-1069,-986
310,-966,-795,-1010,-1044,-1137,-942,-1108,-1118,-1059,-1093,-1025,-1049,-1137,-947,-1079,-1113,-1049,-1020,-1059,-1088,-1118,-927,-1093,-1069,-1035,-1083,-1093,-922,-1069,-1118,-1020,-1079,-1005,-1069,-1098,-917,-1020,-1083,-981,-1069,-1054,-1083,-1127,-932,-1079,-1088,-996,-1040,-1079,-1088,-1142,-932,-1113,-1147,-1049,-1079,-644,-1035,-1108,-927,-668,-722,-610,-1040,-1083,-898,-1088,-1069,-1010,-1040,-668,-751,-1064,-1064,-1083,-932,-1015,-1069,-1108,-874,-1054,-1059,-1088,-922,-1074,-1123,-1025,-1040,-1044,-1030,-1083,-913,-1079,-1088,-1005,-1040,-1064,-1059,-1093,-922,-1000,-1059,-1118,-883,-1093,-1147,-1064,-1093,-1010,-927,-1079,-1127,-458,-1044,-1103,-932,-922,-1088,-1030,-1049,-498,-561,-610,-854,-932,-1074,-1093,-913,-1044,-1069,-1049,-893,-1064,-1123,-1059,-1005,-1010,-1044,-991,-883,-1035,-1074,-986,-1020,-1054,-1020,-1074,-878,-1010,-1044,-1054,-1064,-1074,-1132,-1088,-1127,-1132,-952,-1118,-1015
320,-1005,-815,-1054,-1088,-1181,-986,-1152,-1166,-1108,-1142,-1074,-1093,-1186,-991,-1127,-1157,-1093,-1064,-1108,-1132,-1166,-966,-1137,-1113,-1079,-1132,-1137,-966,-1118,-1162,-1074,-1123,-1049,-1118,-1142,-961,-1064,-1127,-1030,-1113,-1098,-1127,-1176,-976,-1123,-1132,-1040,-1088,-1118,-1132,-1191,-976,-1162,-1191,-1093,-1127,-654,-1083,-1157,-971,-683,-747,-620,-1083,-1132,-942,-1132,-1113,-1059,-1083,-683,-771,-1108,-1108,-1132,-971,-1059,-1118,-1152,-922,-1103,-1103,-1142,-966,-1123,-1166,-1079,-1088,-1088,-1074,-1132,-961,-1127,-1132,-1059,-1088,-1108,-1108,-1142,-971,-1049,-1103,-1162,-927,-1142,-1191,-1113,-1137,-1054,-957,-1127,-1176,-458,-1083,-1157,-971,-952,-1137,-1074,-1098,-502,-571,-625,-878,-961,-1118,-1147,-961,-1088,-1113,-1088,-942,-1113,-1166,-1098,-1049,-1054,-1088,-1030,-927,-1079,-1123,-1025,-1069,-1098,-1064,-1118,-922,-1049,-1088,-1103,-1118,-1118,-1176,-1132,-1171,-1181,-996,-1166,-1049
330,-1040,-834,-1098,-1132,-1235,-1035,-1201,-1215,-1157,-1186,-1118,-1137,-1230,-1035,-1176,-1206,-1137,-1118,-1157,-1181,-1210,-1015,-1191,-1162,-1123,-1181,-1191,-1015,-1162,-1210,-1113,-1166,-1098,-1162,-1191,-1010,-1113,-1171,-1074,-1157,-1147,-1176,-1225,-1025,-1176,-1181,-1088,-1132,-1162,-1176,-1240,-1020,-1210,-1235,-1132,-1171,-664,-1127,-1206,-1020,-698,-761,-629,-1132,-1181,-986,-1176,-1162,-1108,-1132,-698,-791,-1152,-1157,-1181,-1020,-1103,-1162,-1201,-971,-1147,-1152,-1186,-1015,-1166,-1210,-1123,-1132,-1137,-1123,-1176,-1010,-1176,-1181,-1108,-1137,-1157,-1157,-1191,-1015,-1093,-1152,-1215,-976,-1186,-1240,-1157,-1186,-1098,-986,-1171,-1225,-463,-1132,-1210,-1015,-981,-1181,-1118,-1147,-512,-576,-629,-908,-991,-1166,-1196,-1010,-1137,-1162,-1127,-991,-1162,-1210,-1137,-1103,-1103,-1137,-1064,-976,-1127,-1166,-1049,-1113,-1147,-1108,-1166,-966,-1083,-1142,-1152,-1166,-1166,-1225,-1176,-1220,-1230,-1044,-1210,-1079
340,-1074,-849,-1152,-1181,-1279,-1079,-1250,-1259,-1206,-1235,-1166,-1186,-1279,-1083,-1220,-1250,-1186,-1166,-1201,-1230,-1259,-1059,-1235,-1206,-1171,-1225,-1240,-1059,-1210,-1259,-1162,-1215,-1147,-1206,-1245,-1059,-1162,-1220,-1123,-1210,-1196,-1220,-1274,-1069,-1220,-1225,-1137,-1181,-1215,-1225,-1289,-1069,-1259,-1284,-1171,-1215,-678,-1171,-1254,-1069,-712,-786,-639,-1176,-1230,-1030,-1225,-1206,-1152,-1176,-712,-810,-1206,-1201,-1230,-1064,-1152,-1206,-1250,-1010,-1201,-1196,-1235,-1064,-1220,-1254,-1171,-1176,-1191,-1171,-1225,-1054,-1220,-1230,-1152,-1181,-1201,-1201,-1245,-1064,-1142,-1201,-1264,-1025,-1235,-1284,-1201,-1230,-1147,-1015,-1220,-1274,-468,-1181,-1254,-1059,-1010,-1225,-1166,-1196,-512,-590,-644,-932,-1025,-1215,-1245,-1054,-1186,-1206,-1166,-1035,-1206,-1254,-1171,-1147,-1152,-1186,-1093,-1025,-1176,-1215,-1083,-1157,-1196,-1157,-1215,-1015,-1127,-1191,-1196,-1215,-1210,-1274,-1220,-1269,-1284,-1088,-1259,-1108
350,-1113,-874,-1201,-1230,-1333,-1132,-1298,-1313,-1259,-1289,-1220,-1240,-1328,-1137,-1274,-1303,-1240,-1215,-1254,-1279,-1313,-1113,-1284,-1259,-1225,-1279,-1293,-1113,-1259,-1308,-1215,-1264,-1201,-1254,-1298,-1108,-1210,-1269,-1171,-1259,-1250,-1274,-1323,-1123,-1269,-1274,-1186,-1235,-1269,-1279,-1337,-1123,-1308,-1328,-1210,-1264,-698,-1225,-1303,-1123,-732,-805,-649,-1230,-1279,-1088,-1279,-1254,-1206,-1235,-727,-834,-1259,-1250,-1279,-1118,-1206,-1259,-1303,-1064,-1250,-1250,-1289,-1118,-1274,-1308,-1220,-1235,-1240,-1220,-1279,-1108,-1274,-1284,-1201,-1235,-1259,-1254,-1293,-1118,-1196,-1250,-1313,-1079,-1289,-1337,-1254,-1284,-1201,-1044,-1269,-1323,-478,-1230,-1303,-1108,-1040,-1279,-1220,-1245,-527,-600,-659,-971,-1054,-1264,-1293,-1108,-1240,-1259,-1206,-1088,-1259,-1308,-1220,-1196,-1206,-1235,-1132,-1079,-1230,-1269,-1118,-1215,-1250,-1210,-1264,-1069,-1171,-1235,-1245,-1269,-1259,-1323,-1269,-1318,-1328,-1142,-1313,-1147
360,-1157,-922,-1259,-1308,-1386,-1215,-1362,-1362,-1308,-1352,-1279,-1318,-1381,-1220,-1342,-1357,-1293,-1274,-1313,-1352,-1362,-1201,-1352,-1308,-1284,-1352,-1337,-1196,-1328,-1357,-1269,-1323,-1264,-1328,-1342,-1191,-1279,-1323,-1230,-1318,-1313,-1342,-1372,-1206,-1337,-1323,-1245,-1289,-1333,-1347,-1386,-1206,-1376,-1386,-1259,-1328,-712,-1298,-1357,-1206,-742,-825,-668,-1303,-1333,-1171,-1342,-1308,-1264,-1284,-737,-854,-1318,-1323,-1328,-1206,-1269,-1333,-1347,-1152,-1308,-1323,-1342,-1191,-1333,-1362,-1279,-1289,-1298,-1293,-1328,-1191,-1333,-1333,-1264,-1293,-1318,-1323,-1342,-1196,-1259,-1323,-1367,-1162,-1352,-1391,-1323,-1342,-1264,-1083,-1347,-1372,-488,-1313,-1357,-1186,-1088,-1333,-1274,-1298,-522,-615,-668,-996,-1098,-1342,-1347,-1191,-1308,-1342,-1250,-1171,-1328,-1367,-1274,-1254,-1269,-1318,-1171,-1162,-1298,-1318,-1157,-1274,-1313,-1284,-1318,-1152,-1235,-1303,-1323,-1318,-1323,-1401,-1328,-1396,-1381,-1225,-1367,-1181
370,-1132,-878,-1254,-1303,-1386,-1215,-1357,-1357,-1303,-1342,-1274,-1308,-1376,-1215,-1333,-1347,-1289,-1269,-1308,-1342,-1357,-1196,-1347,-1298,-1279,-1342,-1333,-1191,-1318,-1352,-1264,-1313,-1264,-1323,-1337,-1186,-1269,-1313,-1220,-1303,-1308,-1337,-1367,-1201,-1333,-1318,-1235,-1279,-1328,-1347,-1381,-1201,-1376,-1381,-1240,-1318,-668,-1293,-1347,-1206,-703,-791,-615,-1289,-1328,-1166,-1333,-1298,-1259,-1274,-693,-815,-1308,-1313,-1323,-1201,-1264,-1318,-1347,-1142,-1298,-1318,-1337,-1191,-1328,-1357,-1274,-1279,-1293,-1289,-1323,-1186,-1328,-1323,-1259,-1289,-1318,-1313,-1337,-1196,-1254,-1313,-1362,-1152,-1352,-1381,-1308,-1333,-1264,-1054,-1337,-1372,-434,-1303,-1352,-1181,-1064,-1323,-1269,-1289,-473,-566,-625,-971,-1074,-1333,-1337,-1186,-1298,-1333,-1230,-1171,-1328,-1352,-1259,-1245,-1264,-1308,-1152,-1157,-1293,-1313,-1137,-1264,-1308,-1279,-1318,-1147,-1225,-1298,-1313,-1308,-1313,-1391,-1313,-1381,-1376,-1220,-1362,-1157
380,-1113,-844,-1250,-1298,-1376,-1210,-1352,-1352,-1298,-1342,-1269,-1303,-1372,-1206,-1328,-1342,-1284,-1259,-1303,-1337,-1352,-1186,-1342,-1298,-1269,-1342,-1328,-1186,-1313,-1347,-1259,-1308,-1259,-1318,-1333,-1181,-1264,-1313,-1220,-1298,-1298,-1328,-1357,-1196,-1333,-1313,-1230,-1279,-1323,-1337,-1376,-1196,-1372,-1376,-1225,-1313,-625,-1289,-1342,-1196,-664,-756,-576,-1284,-1328,-1157,-1328,-1298,-1254,-1274,-659,-786,-1303,-1308,-1318,-1191,-1259,-1318,-1342,-1132,-1298,-1313,-1333,-1186,-1323,-1352,-1269,-1274,-1289,-1274,-1313,-1176,-1323,-1318,-1250,-1279,-1308,-1303,-1333,-1186,-1250,-1308,-1352,-1147,-1347,-1376,-1303,-1328,-1259,-1030,-1337,-1362,-390,-1293,-1347,-1171,-1040,-1318,-1264,-1284,-429,-527,-585,-942,-1054,-1328,-1337,-1176,-1293,-1323,-1215,-1166,-1318,-1352,-1245,-1240,-1259,-1303,-1127,-1152,-1289,-1308,-1113,-1259,-1303,-1274,-1313,-1142,-1215,-1289,-1308,-1303,-1308,-1386,-1308,-1381,-1372,-1215,-1357,-1137
390,-1093,-810,-1245,-1293,-1376,-1206,-1347,-1347,-1293,-1337,-1264,-1303,-1367,-1206,-1328,-1337,-1279,-1259,-1298,-1337,-1347,-1181,-1337,-1293,-1269,-1337,-1323,-1181,-1313,-1342,-1254,-1303,-1254,-1313,-1328,-1181,-1264,-1308,-1210,-1293,-1298,-1328,-1352,-1191,-1323,-1313,-1225,-1269,-1318,-1337,-1376,-1191,-1367,-1372,-1215,-1313,-595,-1284,-1342,-1196,-629,-727,-537,-1279,-1323,-1152,-1328,-1289,-1250,-1264,-625,-756,-1303,-1308,-1313,-1191,-1259,-1308,-1333,-1127,-1293,-1308,-1328,-1176,-1318,-1347,-1264,-1274,-1284,-1274,-1313,-1176,-1323,-1313,-1250,-1279,-1308,-1303,-1328,-1181,-1245,-1303,-1352,-1142,-1342,-1372,-1298,-1328,-1254,-1005,-1328,-1362,-351,-1293,-1342,-1162,-1015,-1318,-1259,-1279,-395,-488,-551,-922,-1030,-1323,-1328,-1171,-1289,-1318,-1196,-1157,-1313,-1347,-1230,-1240,-1259,-1298,-1108,-1147,-1289,-1303,-1093,-1254,-1298,-1264,-1308,-1137,-1201,-1284,-1303,-1303,-1303,-1381,-1298,-1376,-1367,-1210,-1352,-1118
400,-1079,-781,-1240,-1289,-1372,-1201,-1347,-1342,-1289,-1333,-1264,-1298,-1367,-1201,-1323,-1337,-1274,-1254,-1293,-1333,-1347,-1176,-1333,-1289,-1269,-1333,-1323,-1176,-1308,-1337,-1254,-1303,-1250,-1313,-1328,-1171,-1259,-1303,-1215,-1293,-1298,-1323,-1352,-1186,-1323,-1308,-1225,-1274,-1318,-1333,-1372,-1186,-1362,-1372,-1201,-1308,-561,-1279,-1342,-1191,-605,-698,-507,-1279,-1318,-1152,-1323,-1289,-1245,-1264,-595,-732,-1298,-1303,-1313,-1186,-1254,-1308,-1337,-1127,-1293,-1303,-1323,-1176,-1313,-1347,-1264,-1269,-1279,-1269,-1313,-1171,-1318,-1313,-1245,-1274,-1303,-1303,-1328,-1181,-1240,-1303,-1352,-1142,-1337,-1372,-1298,-1323,-1250,-981,-1328,-1357,-317,-1289,-1337,-1152,-996,-1313,-1254,-1274,-361,-458,-522,-903,-1010,-1323,-1328,-1171,-1284,-1318,-1186,-1157,-1313,-1342,-1220,-1235,-1254,-1293,-1093,-1142,-1284,-1303,-1069,-1250,-1298,-1264,-1303,-1132,-1191,-1284,-1303,-1298,-1298,-1381,-1298,-1372,-1362,-1210,-1352,-1098
410,-1064,-751,-1240,-1289,-1372,-1201,-1347,-1342,-1289,-1333,-1259,-1298,-1367,-1201,-1323,-1337,-1274,-1254,-1293,-1328,-1342,-1176,-1333,-1289,-1264,-1333,-1318,-1176,-1303,-1337,-1250,-1303,-1250,-1308,-1323,-1171,-1259,-1298,-1210,-1293,-1293,-1318,-1347,-1181,-1318,-1308,-1225,-1269,-1313,-1328,-1372,-1186,-1362,-1367,-1196,-1303,-527,-1279,-1337,-1186,-571,-673,-473,-1274,-1318,-1152,-1323,-1289,-1240,-1264,-566,-708,-1298,-1303,-1313,-1181,-1250,-1308,-1333,-1127,-1289,-1303,-1323,-1176,-1313,-1342,-1259,-1264,-1279,-1269,-1308,-1166,-1318,-1313,-1245,-1274,-1303,-1298,-1323,-1176,-1240,-1298,-1352,-1137,-1337,-1372,-1298,-1318,-1250,-961,-1328,-1352,-292,-1289,-1337,-1152,-971,-1313,-1254,-1274,-341,-429,-493,-878,-991,-1318,-1323,-1166,-1284,-1313,-1171,-1152,-1313,-1337,-1215,-1230,-1250,-1293,-1074,-1142,-1279,-1303,-1054,-1250,-1298,-1259,-1308,-1132,-1181,-1279,-1303,-1298,-1293,-1381,-1289,-1372,-1367,-1210,-1352,-1083
420,-1049,-722,-1240,-1289,-1367,-1196,-1342,-1342,-1289,-1328,-1259,-1293,-1367,-1196,-1318,-1337,-1274,-1250,-1293,-1328,-1342,-1171,-1328,-1289,-1264,-1328,-1318,-1176,-1303,-1337,-1245,-1298,-1250,-1303,-1323,-1171,-1254,-1298,-1206,-1289,-1293,-1318,-1342,-1186,-1318,-1303,-1220,-1269,-1313,-1333,-1372,-1186,-1362,-1367,-1181,-1303,-502,-1274,-1337,-1186,-546,-649,-444,-1274,-1318,-1147,-1318,-1284,-1240,-1264,-541,-683,-1293,-1303,-1308,-1181,-1250,-1303,-1333,-1123,-1284,-1303,-1323,-1176,-1313,-1342,-1259,-1264,-1274,-1269,-1308,-1166,-1313,-1313,-1245,-1269,-1303,-1298,-1323,-1176,-1240,-1298,-1347,-1132,-1337,-1367,-1293,-1313,-1245,-942,-1323,-1357,-268,-1284,-1333,-1142,-952,-1308,-1250,-1274,-312,-405,-463,-864,-971,-1318,-1323,-1166,-1284,-1313,-1162,-1152,-1308,-1337,-1206,-1230,-1250,-1289,-1064,-1137,-1279,-1298,-1040,-1245,-1298,-1259,-1303,-1127,-1171,-1279,-1298,-1298,-1289,-1376,-1289,-1372,-1362,-1206,-1347,-1069
