Time,17,18,160,161,162,163,164,165,166,167,216,217,218,219,220,221,222,223,572,573,574,575,576,577,638,639,640,641,642,643,644,645,694,695,696,697,698,699,700,701,750,751,752,753,754,755,756,757,806,807,808,809,810,811,812,813,954,955,956,957,1032,1033,1034,1035,1036,1037,1038,1039,1090,1091,1092,1093,1118,1119,1120,1121,1378,1379,1380,1381,1382,1383,1384,1385,1434,1435,1436,1437,1438,1439,1440,1441,1490,1491,1492,1493,1518,1519,1520,1521,1522,1523,1524,1525,1574,1869,1870,1871,1905,1906,1907,1908,1909,1910,1911,1912,1966,1967,1968,1969,1994,1995,1996,1997,1998,1999,2000,2001,2050,2051,2052,2053,2054,2055,2056,2057,2106,2107,2108,2109,2110,2217,2218,2219,2238,2239,2270,2271,2272,2273,2274,2275
190,-410,-493,-361,-415,-449,-209,-483,-429,-380,-454,-390,-395,-415,-170,-429,-434,-302,-351,-366,-405,-395,-166,-419,-390,-341,-405,-351,-170,-390,-439,-297,-400,-346,-405,-400,-190,-307,-380,-239,-332,-444,-463,-473,-229,-473,-463,-361,-424,-395,-400,-410,-175,-415,-454,-341,-410,-385,-390,-400,-190,-371,-380,-371,-151,-415,-390,-297,-366,-444,-434,-434,-224,-341,-419,-405,-161,-361,-380,-366,-175,-400,-434,-292,-307,-390,-385,-390,-180,-439,-429,-302,-366,-458,-449,-454,-239,-317,-415,-429,-200,-458,-493,-385,-429,-415,-424,-424,-434,-390,-375,-400,-166,-429,-419,-327,-405,-444,-468,-478,-234,-385,-390,-361,-156,-380,-434,-312,-258,-371,-385,-371,-180,-346,-385,-234,-327,-468,-410,-444,-200,-463,-336,-375,-356,-434,-488,-390,-458,-405,-195,-444,-488
200,-458,-551,-415,-468,-502,-263,-537,-478,-434,-512,-439,-454,-468,-229,-483,-488,-366,-410,-415,-458,-444,-224,-468,-444,-395,-458,-410,-229,-439,-493,-351,-454,-400,-458,-458,-244,-356,-434,-292,-385,-493,-512,-527,-288,-527,-517,-405,-478,-444,-454,-458,-234,-468,-507,-390,-463,-434,-439,-449,-253,-424,-429,-424,-209,-473,-444,-351,-419,-498,-483,-488,-283,-390,-478,-458,-214,-415,-434,-419,-234,-454,-488,-346,-361,-439,-434,-444,-244,-493,-478,-351,-419,-507,-502,-507,-292,-371,-468,-488,-253,-512,-546,-439,-488,-473,-473,-478,-488,-444,-429,-454,-224,-483,-473,-380,-458,-488,-522,-532,-297,-434,-444,-419,-219,-439,-488,-366,-317,-419,-444,-424,-239,-400,-434,-288,-385,-522,-463,-498,-258,-517,-390,-429,-415,-483,-541,-439,-512,-458,-258,-502,-546
210,-512,-600,-463,-517,-556,-322,-585,-537,-488,-561,-488,-502,-522,-288,-532,-541,-415,-454,-463,-512,-498,-278,-517,-493,-444,-507,-458,-288,-493,-541,-405,-507,-449,-517,-507,-297,-405,-488,-341,-429,-546,-566,-581,-341,-576,-566,-468,-532,-498,-507,-517,-288,-517,-561,-444,-512,-488,-493,-502,-307,-473,-478,-478,-263,-522,-493,-400,-468,-546,-537,-537,-336,-444,-527,-512,-268,-463,-488,-473,-288,-502,-541,-400,-415,-493,-483,-498,-297,-541,-537,-405,-468,-556,-551,-556,-346,-424,-517,-537,-307,-561,-600,-488,-541,-522,-532,-532,-537,-498,-483,-502,-278,-541,-527,-429,-512,-541,-571,-585,-356,-488,-498,-473,-273,-488,-541,-419,-366,-473,-498,-478,-297,-449,-488,-341,-434,-571,-517,-551,-317,-571,-444,-483,-463,-537,-590,-493,-561,-512,-312,-551,-595
220,-561,-649,-512,-571,-615,-375,-639,-585,-541,-615,-537,-546,-576,-341,-581,-595,-463,-507,-517,-561,-551,-327,-566,-546,-493,-561,-507,-341,-541,-595,-458,-556,-498,-561,-561,-351,-458,-541,-390,-483,-595,-620,-634,-395,-625,-625,-517,-581,-546,-556,-566,-346,-566,-615,-498,-566,-537,-541,-556,-361,-522,-532,-532,-317,-571,-551,-458,-517,-595,-585,-595,-390,-493,-576,-561,-327,-512,-537,-527,-346,-551,-590,-449,-463,-546,-532,-546,-351,-590,-585,-458,-517,-605,-600,-610,-405,-468,-571,-590,-366,-610,-654,-546,-590,-571,-576,-576,-595,-541,-532,-556,-336,-585,-581,-483,-561,-590,-620,-639,-405,-537,-546,-522,-327,-537,-595,-473,-415,-522,-546,-532,-346,-502,-546,-395,-488,-620,-566,-605,-371,-615,-493,-532,-517,-585,-644,-541,-615,-571,-366,-600,-649
230,-610,-703,-566,-620,-664,-429,-688,-644,-595,-659,-585,-600,-629,-400,-634,-644,-522,-556,-566,-610,-605,-390,-615,-600,-541,-610,-566,-390,-590,-654,-507,-605,-546,-610,-615,-410,-507,-595,-444,-537,-644,-664,-688,-449,-673,-673,-576,-629,-595,-600,-625,-400,-615,-664,-546,-615,-585,-590,-610,-415,-576,-581,-590,-375,-620,-600,-512,-571,-644,-639,-649,-444,-546,-629,-615,-380,-561,-590,-581,-400,-605,-644,-502,-512,-595,-590,-605,-405,-639,-644,-512,-571,-659,-649,-668,-454,-527,-620,-649,-419,-664,-708,-600,-644,-620,-629,-629,-649,-595,-585,-610,-385,-634,-634,-537,-615,-644,-673,-693,-458,-585,-600,-581,-385,-590,-654,-532,-473,-571,-595,-585,-405,-551,-595,-449,-541,-673,-620,-659,-424,-668,-541,-581,-576,-634,-693,-590,-664,-620,-424,-654,-703
240,-659,-756,-615,-668,-717,-483,-737,-693,-649,-712,-639,-649,-678,-449,-683,-703,-571,-605,-615,-664,-659,-444,-668,-644,-590,-654,-615,-449,-639,-698,-566,-654,-595,-659,-673,-463,-556,-644,-502,-585,-693,-712,-742,-502,-722,-727,-625,-678,-649,-654,-673,-458,-664,-717,-600,-659,-639,-644,-664,-468,-625,-629,-639,-429,-673,-654,-561,-620,-698,-688,-703,-498,-595,-673,-668,-439,-615,-639,-634,-454,-654,-698,-556,-566,-644,-639,-659,-454,-688,-693,-566,-620,-708,-703,-722,-507,-576,-668,-703,-473,-712,-761,-649,-693,-673,-673,-683,-703,-644,-634,-668,-444,-688,-688,-590,-659,-693,-722,-747,-512,-639,-649,-634,-434,-639,-703,-581,-517,-620,-644,-639,-458,-600,-644,-502,-585,-722,-668,-712,-483,-722,-595,-629,-625,-688,-742,-639,-712,-673,-478,-698,-751
250,-712,-800,-664,-712,-771,-541,-791,-742,-703,-761,-693,-698,-732,-507,-732,-751,-625,-659,-659,-708,-712,-502,-717,-698,-639,-703,-673,-502,-688,-751,-615,-703,-644,-703,-727,-522,-610,-693,-551,-634,-742,-766,-795,-556,-771,-776,-678,-727,-698,-703,-727,-507,-717,-771,-654,-717,-683,-683,-717,-517,-673,-678,-698,-483,-722,-703,-620,-668,-742,-737,-756,-556,-644,-722,-727,-493,-664,-683,-688,-512,-703,-747,-605,-615,-698,-683,-717,-512,-742,-742,-615,-673,-756,-751,-776,-561,-625,-717,-756,-527,-761,-810,-703,-742,-717,-727,-727,-756,-693,-673,-722,-498,-737,-737,-644,-712,-747,-766,-800,-571,-688,-698,-688,-493,-693,-751,-634,-571,-673,-688,-693,-517,-654,-703,-556,-639,-771,-712,-766,-532,-766,-644,-673,-683,-737,-791,-693,-761,-727,-527,-751,-805
260,-766,-849,-717,-766,-830,-585,-834,-800,-756,-810,-742,-747,-786,-556,-781,-800,-678,-708,-712,-756,-766,-546,-766,-751,-693,-756,-732,-546,-742,-805,-668,-756,-698,-756,-781,-566,-654,-747,-605,-678,-795,-815,-849,-605,-825,-830,-732,-781,-747,-751,-781,-556,-766,-820,-703,-761,-737,-732,-771,-566,-722,-727,-751,-532,-771,-751,-664,-722,-795,-786,-810,-600,-693,-776,-781,-537,-717,-737,-742,-561,-751,-800,-659,-664,-751,-732,-766,-561,-791,-795,-664,-727,-805,-800,-830,-610,-673,-766,-805,-576,-815,-859,-756,-795,-771,-781,-776,-810,-747,-727,-776,-546,-786,-786,-698,-761,-791,-820,-859,-620,-742,-747,-747,-541,-742,-800,-688,-625,-722,-742,-751,-566,-703,-751,-610,-693,-825,-761,-820,-585,-820,-693,-727,-737,-786,-839,-747,-810,-781,-581,-800,-859
270,-815,-903,-766,-815,-878,-639,-888,-844,-810,-864,-795,-800,-839,-610,-830,-854,-737,-761,-766,-810,-820,-600,-815,-800,-742,-805,-781,-605,-791,-854,-727,-805,-751,-805,-830,-620,-708,-800,-664,-732,-844,-864,-898,-659,-874,-878,-786,-830,-800,-805,-834,-610,-815,-874,-761,-810,-791,-786,-825,-625,-776,-781,-800,-581,-820,-805,-722,-776,-844,-834,-859,-659,-747,-825,-830,-595,-771,-786,-795,-610,-805,-849,-717,-717,-800,-786,-820,-620,-839,-844,-717,-776,-859,-849,-883,-664,-727,-820,-859,-634,-864,-908,-805,-844,-825,-830,-830,-864,-795,-781,-830,-600,-834,-839,-751,-820,-849,-874,-908,-668,-791,-800,-795,-595,-786,-854,-742,-673,-771,-795,-805,-615,-756,-795,-664,-742,-874,-815,-874,-639,-869,-747,-781,-791,-839,-893,-795,-864,-834,-634,-854,-908
280,-864,-952,-815,-864,-932,-693,-942,-893,-864,-917,-844,-849,-893,-659,-878,-898,-786,-805,-820,-864,-874,-649,-869,-849,-791,-859,-830,-654,-844,-903,-781,-854,-800,-859,-888,-673,-756,-849,-712,-786,-898,-917,-952,-708,-922,-927,-834,-878,-844,-854,-888,-664,-859,-917,-815,-864,-839,-834,-878,-673,-830,-834,-854,-634,-874,-854,-781,-825,-898,-883,-908,-708,-795,-878,-883,-639,-820,-839,-849,-664,-859,-898,-771,-766,-849,-839,-874,-673,-888,-893,-776,-825,-908,-908,-932,-717,-776,-874,-913,-678,-913,-961,-864,-893,-874,-883,-883,-917,-849,-834,-878,-654,-888,-888,-805,-869,-903,-922,-961,-722,-844,-849,-849,-649,-849,-903,-800,-722,-825,-844,-859,-668,-805,-849,-722,-795,-927,-869,-922,-688,-917,-800,-830,-839,-888,-947,-844,-917,-888,-688,-908,-957
290,-913,-1005,-869,-917,-986,-747,-991,-947,-917,-971,-893,-898,-947,-712,-927,-952,-839,-864,-874,-913,-927,-703,-917,-903,-849,-908,-888,-708,-888,-952,-830,-908,-854,-913,-937,-722,-810,-898,-766,-834,-952,-966,-1005,-766,-971,-981,-893,-932,-903,-908,-942,-717,-913,-971,-864,-917,-893,-888,-932,-727,-883,-888,-903,-693,-922,-908,-830,-874,-947,-937,-966,-756,-849,-932,-937,-693,-874,-893,-903,-712,-908,-952,-825,-820,-903,-888,-927,-722,-942,-942,-830,-878,-961,-957,-986,-766,-830,-927,-966,-732,-966,-1010,-922,-952,-927,-932,-932,-971,-898,-883,-932,-708,-942,-937,-859,-922,-952,-981,-1010,-776,-893,-908,-903,-698,-893,-961,-849,-776,-883,-898,-903,-722,-854,-898,-771,-844,-976,-917,-976,-742,-971,-854,-883,-893,-942,-996,-903,-966,-942,-742,-957,-1005
300,-971,-1059,-922,-971,-1040,-800,-1044,-996,-966,-1020,-942,-952,-1000,-761,-986,-1000,-888,-913,-922,-966,-976,-756,-976,-952,-898,-961,-937,-756,-942,-1005,-883,-957,-908,-961,-991,-771,-864,-952,-820,-888,-1000,-1020,-1059,-815,-1025,-1030,-947,-981,-952,-957,-996,-766,-966,-1020,-917,-966,-947,-942,-981,-781,-932,-937,-957,-742,-976,-952,-883,-927,-1000,-991,-1015,-810,-903,-981,-991,-751,-922,-942,-952,-766,-957,-996,-883,-874,-957,-942,-981,-776,-991,-996,-883,-932,-1015,-1005,-1040,-825,-883,-976,-1020,-786,-1015,-1059,-971,-1000,-981,-986,-986,-1020,-952,-937,-986,-756,-996,-991,-908,-971,-1000,-1030,-1069,-830,-952,-952,-952,-756,-952,-1005,-903,-830,-932,-952,-961,-776,-913,-952,-825,-898,-1030,-971,-1030,-791,-1020,-903,-942,-952,-996,-1049,-957,-1020,-996,-795,-1005,-1059
